nb_C_lle,f1_scores_lle,accuracy_scores_lle,elapsed_clf_lle,elapsed_tot_lle,nb_C_mlle,f1_scores_mlle,accuracy_scores_mlle,elapsed_clf_mlle,elapsed_tot_mlle,nb_C_raw,f1_scores_raw,accuracy_scores_raw,elapsed_tot_raw
0.1,0.8366666666666668,0.8367346938775511,3.562493324279785,70.37338757514954,0.1,0.7549999999999999,0.7551020408163265,3.2187535762786865,70.6562557220459,0.1,0.7623115047980595,0.7653061224489796,6.1718761920928955
0.12742749857031338,0.8366666666666668,0.8367346938775511,3.5492255687713623,70.36011981964111,0.12742749857031338,0.7650859822824386,0.7653061224489796,3.171870470046997,70.60937261581421,0.12742749857031338,0.7513742071881608,0.7551020408163265,5.749992847442627
0.16237767391887217,0.8469228366135583,0.8469387755102041,3.6266915798187256,70.43758583068848,0.16237767391887217,0.7754166666666666,0.7755102040816326,3.1562490463256836,70.5937511920929,0.16237767391887217,0.7829800695982284,0.7857142857142857,6.156273126602173
0.20691380811147897,0.8469228366135583,0.8469387755102041,3.5509774684906006,70.36187171936035,0.20691380811147897,0.7751355861493535,0.7755102040816326,3.156248092651367,70.59375023841858,0.20691380811147897,0.7829800695982284,0.7857142857142857,6.843725919723511
0.26366508987303583,0.8469228366135583,0.8469387755102041,3.6885247230529785,70.49941897392273,0.26366508987303583,0.7650859822824386,0.7653061224489796,3.187502861022949,70.62500500679016,0.26366508987303583,0.8044733802373201,0.8061224489795918,5.297302484512329
0.33598182862837817,0.8469228366135583,0.8469387755102041,3.5973589420318604,70.40825319290161,0.33598182862837817,0.7650859822824386,0.7653061224489796,3.1562674045562744,70.59376955032349,0.33598182862837817,0.805128205128205,0.8061224489795918,5.718754768371582
0.42813323987193935,0.8469228366135583,0.8469387755102041,3.588127374649048,70.3990216255188,0.42813323987193935,0.7650859822824386,0.7653061224489796,3.125004529953003,70.56250667572021,0.42813323987193935,0.8156354515050167,0.8163265306122449,5.047309637069702
0.5455594781168519,0.8570833333333334,0.8571428571428571,3.666710376739502,70.47760462760925,0.5455594781168519,0.7751355861493535,0.7755102040816326,3.12497878074646,70.56248092651367,0.5455594781168519,0.8260778786929742,0.826530612244898,5.195996284484863
0.6951927961775606,0.8570833333333334,0.8571428571428571,3.624992847442627,70.43588709831238,0.6951927961775606,0.7955778055903211,0.7959183673469388,3.078124523162842,70.51562666893005,0.6951927961775606,0.8260778786929742,0.826530612244898,4.812249422073364
0.8858667904100825,0.8570833333333334,0.8571428571428571,3.81250262260437,70.62339687347412,0.8858667904100825,0.805940594059406,0.8061224489795918,3.078125476837158,70.51562762260437,0.8858667904100825,0.8156354515050167,0.8163265306122449,4.922345399856567
1.1288378916846888,0.8570833333333334,0.8571428571428571,3.8906188011169434,70.7015130519867,1.1288378916846888,0.805940594059406,0.8061224489795918,3.140625,70.57812714576721,1.1288378916846888,0.8260778786929742,0.826530612244898,4.828115701675415
1.438449888287663,0.8469228366135583,0.8469387755102041,3.9062535762786865,70.71714782714844,1.438449888287663,0.7958333333333333,0.7959183673469388,3.218752861022949,70.65625500679016,1.438449888287663,0.8260778786929742,0.826530612244898,4.565357685089111
1.8329807108324356,0.8469228366135583,0.8469387755102041,4.09375,70.90464425086975,1.8329807108324356,0.7958333333333333,0.7959183673469388,3.218776226043701,70.65627837181091,1.8329807108324356,0.8260778786929742,0.826530612244898,4.4636499881744385
2.3357214690901213,0.8367346938775511,0.8367346938775511,4.1406261920928955,70.95152044296265,2.3357214690901213,0.7958333333333333,0.7959183673469388,3.203110456466675,70.64061260223389,2.3357214690901213,0.8156354515050167,0.8163265306122449,4.124996662139893
2.9763514416313175,0.8367346938775511,0.8367346938775511,4.390620946884155,71.2015151977539,2.9763514416313175,0.7958333333333333,0.7959183673469388,3.343737840652466,70.78123998641968,2.9763514416313175,0.8156354515050167,0.8163265306122449,4.235698699951172
3.79269019073225,0.8367346938775511,0.8367346938775511,4.562500476837158,71.37339472770691,3.79269019073225,0.7650859822824386,0.7653061224489796,3.421875238418579,70.85937738418579,3.79269019073225,0.8056164526568536,0.8061224489795918,3.8302769660949707
4.832930238571752,0.8367346938775511,0.8367346938775511,4.609376430511475,71.42027068138123,4.832930238571752,0.7751355861493535,0.7755102040816326,3.453125,70.89062714576721,4.832930238571752,0.8056164526568536,0.8061224489795918,3.9812824726104736
6.158482110660261,0.8469228366135583,0.8469387755102041,4.812501668930054,71.6233959197998,6.158482110660261,0.7549999999999999,0.7551020408163265,3.605574131011963,71.04307627677917,6.158482110660261,0.8056164526568536,0.8061224489795918,3.7763524055480957
7.847599703514611,0.8366666666666668,0.8367346938775511,5.0625319480896,71.87342619895935,7.847599703514611,0.7549999999999999,0.7551020408163265,3.7049646377563477,71.14246678352356,7.847599703514611,0.8056164526568536,0.8061224489795918,4.031712293624878
10.0,0.8265125481620329,0.826530612244898,5.453092336654663,72.26398658752441,10.0,0.7549999999999999,0.7551020408163265,3.8519723415374756,71.28947448730469,10.0,0.7951505016722408,0.7959183673469388,4.192570686340332
